"RCS","CGI_LITHOLOGY_URI","CGI_LITHOLOGY_LABEL","INSP_LITHOLOGY_URI","INSP_LITHOLOGY_LABEL"
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
LATM,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
MIGM,http://resource.geosciml.org/classifier/cgi/lithology/migmatite,Migmatite,http://inspire.ec.europa.eu/codelist/LithologyValue/migmatite,Migmatite
SLAR,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
GNSMF,http://resource.geosciml.org/classifier/cgi/lithology/gneiss,Gneiss,http://inspire.ec.europa.eu/codelist/LithologyValue/gneiss,Gneiss
MVIVS,http://resource.geosciml.org/classifier/cgi/lithology/fragmental_igneous_material,Fragmental igneous material,http://inspire.ec.europa.eu/codelist/LithologyValue/fragmentalIgneousMaterial,Fragmental igneous material
SDLM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SSCL,http://resource.geosciml.org/classifier/cgi/lithology/sand,Sand,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,Sand
LATM,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
PSAMM,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
MDSL,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
LATM,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MLMST,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
MFIR,http://resource.geosciml.org/classifier/cgi/lithology/gabbroid,Gabbroid,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroid,Gabbroid
DBAT,http://resource.geosciml.org/classifier/cgi/lithology/doleritic_rock,Doleritic rock,http://inspire.ec.europa.eu/codelist/LithologyValue/doleriticRock,Doleritic rock
MSLS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
CHLK,http://resource.geosciml.org/classifier/cgi/lithology/chalk,Chalk,http://inspire.ec.europa.eu/codelist/LithologyValue/chalk,Chalk
WACKE,http://resource.geosciml.org/classifier/cgi/lithology/wacke,Wacke,http://inspire.ec.europa.eu/codelist/LithologyValue/wacke,Wacke
LMCM,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
LATF,http://resource.geosciml.org/classifier/cgi/lithology/rhyolitoid,Rhyolitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/rhyolitoid,Rhyolitoid
LMCS,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
FELSR,http://resource.geosciml.org/classifier/cgi/lithology/granitoid,Granitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/granitoid,Granitoid
UMFT,http://resource.geosciml.org/classifier/cgi/lithology/ultramafic_igneous_rock,Ultramafic igneous rock,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,Ultramafic igneous rock
GPSP,http://resource.geosciml.org/classifier/cgi/lithology/paragneiss,Paragneiss,http://inspire.ec.europa.eu/codelist/LithologyValue/paragneiss,Paragneiss
MFIR,http://resource.geosciml.org/classifier/cgi/lithology/gabbroid,Gabbroid,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroid,Gabbroid
FLAVA,http://resource.geosciml.org/classifier/cgi/lithology/rhyolitoid,Rhyolitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/rhyolitoid,Rhyolitoid
QZITE,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MFLAVA,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
MSDR,http://resource.geosciml.org/classifier/cgi/lithology/metamorphic_rock,Metamorphic rock,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,Metamorphic rock
SCHM,http://resource.geosciml.org/classifier/cgi/lithology/mica_schist,Mica schist,http://inspire.ec.europa.eu/codelist/LithologyValue/micaSchist,Mica schist
HBSCH,http://resource.geosciml.org/classifier/cgi/lithology/schist,Schist,http://inspire.ec.europa.eu/codelist/LithologyValue/schist,Schist
WACKE,http://resource.geosciml.org/classifier/cgi/lithology/wacke,Wacke,http://inspire.ec.europa.eu/codelist/LithologyValue/wacke,Wacke
LATM,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
PEL,http://resource.geosciml.org/classifier/cgi/lithology/mica_schist,Mica schist,http://inspire.ec.europa.eu/codelist/LithologyValue/micaSchist,Mica schist
SDSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
GSSC,http://resource.geosciml.org/classifier/cgi/lithology/gravel,Gravel,http://inspire.ec.europa.eu/codelist/LithologyValue/gravel,Gravel
CLSISA,http://resource.geosciml.org/classifier/cgi/lithology/clay,Clay,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,Clay
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
GSSC,http://resource.geosciml.org/classifier/cgi/lithology/silt,Silt,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,Silt
MDSL,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
CLLI,http://resource.geosciml.org/classifier/cgi/lithology/clay,Clay,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,Clay
SCGS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MLMST,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
LATM,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
FELSR,http://resource.geosciml.org/classifier/cgi/lithology/granitoid,Granitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/granitoid,Granitoid
DOLO,http://resource.geosciml.org/classifier/cgi/lithology/dolostone,Dolomite,http://inspire.ec.europa.eu/codelist/LithologyValue/dolomite,Dolomite
SEMPEL,http://resource.geosciml.org/classifier/cgi/lithology/mica_schist,Mica schist,http://inspire.ec.europa.eu/codelist/LithologyValue/micaSchist,Mica schist
MFLAVA,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
CSSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
WACKE,http://resource.geosciml.org/classifier/cgi/lithology/wacke,Wacke,http://inspire.ec.europa.eu/codelist/LithologyValue/wacke,Wacke
PSP,http://resource.geosciml.org/classifier/cgi/lithology/mica_schist,Mica schist,http://inspire.ec.europa.eu/codelist/LithologyValue/micaSchist,Mica schist
PSP,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
LATF,http://resource.geosciml.org/classifier/cgi/lithology/rhyolitoid,Rhyolitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/rhyolitoid,Rhyolitoid
PSP,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
SCAR,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MAFI,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
PSAMM,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
FTUFF,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
MFIR,http://resource.geosciml.org/classifier/cgi/lithology/gabbroid,Gabbroid,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroid,Gabbroid
MFIR,http://resource.geosciml.org/classifier/cgi/lithology/gabbroid,Gabbroid,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroid,Gabbroid
LATM,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
MFIR,http://resource.geosciml.org/classifier/cgi/lithology/gabbroid,Gabbroid,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbroid,Gabbroid
FELSR,http://resource.geosciml.org/classifier/cgi/lithology/granitoid,Granitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/granitoid,Granitoid
FELSR,http://resource.geosciml.org/classifier/cgi/lithology/granitoid,Granitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/granitoid,Granitoid
PEL,http://resource.geosciml.org/classifier/cgi/lithology/mica_schist,Mica schist,http://inspire.ec.europa.eu/codelist/LithologyValue/micaSchist,Mica schist
WACKE,http://resource.geosciml.org/classifier/cgi/lithology/wacke,Wacke,http://inspire.ec.europa.eu/codelist/LithologyValue/wacke,Wacke
UMFT,http://resource.geosciml.org/classifier/cgi/lithology/ultramafic_igneous_rock,Ultramafic igneous rock,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,Ultramafic igneous rock
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
PYRR,http://resource.geosciml.org/classifier/cgi/lithology/pyroclastic_rock,Pyroclastic rock,http://inspire.ec.europa.eu/codelist/LithologyValue/pyroclasticRock,Pyroclastic rock
PSAMM,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
UMFT,http://resource.geosciml.org/classifier/cgi/lithology/ultramafic_igneous_rock,Ultramafic igneous rock,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,Ultramafic igneous rock
FELSR,http://resource.geosciml.org/classifier/cgi/lithology/granitoid,Granitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/granitoid,Granitoid
LATM,http://resource.geosciml.org/classifier/cgi/lithology/basalt,Basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,Basalt
MYCFB,http://resource.geosciml.org/classifier/cgi/lithology/mylonitic_rock,Mylonitic rock,http://inspire.ec.europa.eu/codelist/LithologyValue/myloniticRock,Mylonitic rock
SDAR,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
PSPE,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
MFTUF,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
FELSR,http://resource.geosciml.org/classifier/cgi/lithology/granitoid,Granitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/granitoid,Granitoid
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
COSD,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SDSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
SDBC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
GSSC,http://resource.geosciml.org/classifier/cgi/lithology/silt,Silt,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,Silt
MDCB,http://resource.geosciml.org/classifier/cgi/lithology/claystone,Claystone,http://inspire.ec.europa.eu/codelist/LithologyValue/claystone,Claystone
MDSL,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
COSD,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
FELSR,http://resource.geosciml.org/classifier/cgi/lithology/granitoid,Granitoid,http://inspire.ec.europa.eu/codelist/LithologyValue/granitoid,Granitoid
SDSM,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
GSSC,http://resource.geosciml.org/classifier/cgi/lithology/sand,Sand,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,Sand
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
LSMD,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
LATM,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_conglomerate,Conglomerate,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,Conglomerate
DBAT,http://resource.geosciml.org/classifier/cgi/lithology/tholeiitic_basalt,Tholeiitic basalt,http://inspire.ec.europa.eu/codelist/LithologyValue/tholeiiticBasalt,Tholeiitic basalt
MSLS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
LATM,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
CYCC,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SCAR,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
SCSM,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SDSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SCSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
SCON,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SDSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
CLSSG,http://resource.geosciml.org/classifier/cgi/lithology/sand,Sand,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,Sand
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
BCSD,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SLAR,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
CSSM,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
LMAS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SMLP,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
SARL,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SDSM,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SLAR,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSL,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
CSSM,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
LSSM,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SCSM,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
LSSM,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MSLS,http://resource.geosciml.org/classifier/cgi/lithology/limestone,Limestone,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,Limestone
MSCI,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
CYCS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
SMSC,http://resource.geosciml.org/classifier/cgi/lithology/siltstone,Siltstone,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,Siltstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
PEL,http://resource.geosciml.org/classifier/cgi/lithology/mica_schist,Mica schist,http://inspire.ec.europa.eu/codelist/LithologyValue/micaSchist,Mica schist
FTUFF,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
FTUFF,http://resource.geosciml.org/classifier/cgi/lithology/ash_tuff_lapillistone_and_lapilli_tuff,"Ash tuff, lapillistone, and lapilli tuff",http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"Ash tuff, lapillistone, and lapilli tuff"
MDSS,http://resource.geosciml.org/classifier/cgi/lithology/clastic_mudstone,Mudstone,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,Mudstone
CYCC,http://resource.geosciml.org/classifier/cgi/lithology/clastic_sandstone,Sandstone,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,Sandstone
LTVS,http://resource.geosciml.org/classifier/cgi/lithology/fine_grained_igneous_rock,Fine grained igneous rock,http://inspire.ec.europa.eu/codelist/LithologyValue/fineGrainedIgneousRock,Fine grained igneous rock
PSAMM,http://resource.geosciml.org/classifier/cgi/lithology/quartzite,Quartzite,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,Quartzite
